"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 12 01:29:43 UTC 2024","Sun May 12 01:44:57 UTC 2024","913768","tests.integration","test_config","","","","test_config_parameters","Build and deploy one unit of PostgreSQL and then test config with wrong parameters."
"passed","Sun May 12 01:42:59 UTC 2024","Sun May 12 01:48:09 UTC 2024","309621","tests.integration","test_password_rotation","","","","test_password_rotation","Test password rotation action."
"passed","Sun May 12 01:44:25 UTC 2024","Sun May 12 01:44:53 UTC 2024","28315","tests.integration.new_relations","test_new_relations","","","","test_no_read_only_endpoint_in_standalone_cluster","Test that there is no read-only endpoint in a standalone cluster."
"passed","Sun May 12 01:40:29 UTC 2024","Sun May 12 01:49:10 UTC 2024","520547","tests.integration","test_db","","","","test_relation_data_is_updated_correctly_when_scaling","Test that relation data, like connection data, is updated correctly when scaling."
"passed","Sun May 12 01:29:31 UTC 2024","Sun May 12 01:40:20 UTC 2024","649516","tests.integration","test_charm","","","","test_deploy","Deploy the charm-under-test.

    Assert on the unit status before any relations/configurations take place.
    "
"failed","Sun May 12 02:00:54 UTC 2024","Sun May 12 02:01:59 UTC 2024","65025","tests.integration.ha_tests","test_self_healing","","","","test_full_cluster_restart[SIGKILL-postgres]","This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    "
"passed","Sun May 12 01:48:56 UTC 2024","Sun May 12 01:49:05 UTC 2024","9389","tests.integration","test_password_rotation","","","","test_no_password_change_on_invalid_password","Test that in general, there is no change when password validation fails."
"passed","Sun May 12 01:29:03 UTC 2024","Sun May 12 01:40:29 UTC 2024","686290","tests.integration","test_db","","","","test_mailman3_core_db","Deploy Mailman3 Core to test the 'db' relation."
"passed","Sun May 12 01:29:24 UTC 2024","Sun May 12 01:56:08 UTC 2024","1604049","tests.integration","test_backups","","","","test_backup","Build and deploy two units of PostgreSQL and then test the backup and restore actions."
"passed","Sun May 12 01:40:22 UTC 2024","Sun May 12 01:40:23 UTC 2024","1028","tests.integration","test_charm","","","","test_settings_are_correct[1]",""
"passed","Sun May 12 01:49:13 UTC 2024","Sun May 12 01:50:58 UTC 2024","105042","tests.integration.new_relations","test_new_relations","","","","test_two_applications_doesnt_share_the_same_relation_data","Test that two different application connect to the database with different credentials."
"passed","Sun May 12 02:04:02 UTC 2024","Sun May 12 02:06:25 UTC 2024","142209","tests.integration.new_relations","test_new_relations","","","","test_admin_role","Test that the admin role gives access to all the databases."
"passed","Sun May 12 01:48:55 UTC 2024","Sun May 12 01:48:56 UTC 2024","1020","tests.integration","test_password_rotation","","","","test_db_connection_with_empty_password","Test that user can't connect with empty password."
"passed","Sun May 12 01:40:20 UTC 2024","Sun May 12 01:40:20 UTC 2024","62","tests.integration","test_charm","","","","test_exporter_is_up[1]",""
"skipped","Sun May 12 01:57:35 UTC 2024","Sun May 12 01:57:35 UTC 2024","0","tests.integration.ha_tests","test_upgrade","","","","test_fail_and_rollback",""
"passed","Sun May 12 01:32:28 UTC 2024","Sun May 12 01:44:25 UTC 2024","716631","tests.integration.new_relations","test_new_relations","","","","test_deploy_charms","Deploy both charms (application and database) to use in the tests."
