"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 28 01:47:11 UTC 2024","Sun Apr 28 01:55:01 UTC 2024","469338","tests.integration","test_db","","","","test_relation_data_is_updated_correctly_when_scaling","Test that relation data, like connection data, is updated correctly when scaling."
"passed","Sun Apr 28 01:44:08 UTC 2024","Sun Apr 28 01:44:09 UTC 2024","1282","tests.integration","test_password_rotation","","","","test_password_from_secret_same_as_cli","Checking if password is same as returned by CLI.

    I.e. we're manipulating the secret we think we're manipulating.
    "
"passed","Sun Apr 28 01:56:51 UTC 2024","Sun Apr 28 01:57:24 UTC 2024","33189","tests.integration.ha_tests","test_self_healing","","","","test_full_cluster_restart[SIGKILL-/snap/charmed-postgresql/[0-9]*/usr/bin/patroni]","This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    "
"skipped","Sun Apr 28 02:05:59 UTC 2024","Sun Apr 28 02:05:59 UTC 2024","0","tests.integration","test_db","","","","test_canonical_livepatch_onprem_bundle_db",""
"passed","Sun Apr 28 01:29:04 UTC 2024","Sun Apr 28 01:38:08 UTC 2024","544110","tests.integration.new_relations","test_new_relations","","","","test_deploy_charms","Deploy both charms (application and database) to use in the tests."
"passed","Sun Apr 28 01:44:54 UTC 2024","Sun Apr 28 01:44:55 UTC 2024","1019","tests.integration","test_password_rotation","","","","test_db_connection_with_empty_password","Test that user can't connect with empty password."
"passed","Sun Apr 28 01:27:34 UTC 2024","Sun Apr 28 01:43:20 UTC 2024","946568","tests.integration.ha_tests","test_restore_cluster","","","","test_build_and_deploy","Build and deploy two PostgreSQL clusters."
"passed","Sun Apr 28 01:47:26 UTC 2024","Sun Apr 28 01:47:57 UTC 2024","31000","tests.integration.ha_tests","test_self_healing","","","","test_kill_db_process[/snap/charmed-postgresql/[0-9]*/usr/bin/patroni]",""
"passed","Sun Apr 28 01:38:23 UTC 2024","Sun Apr 28 01:44:49 UTC 2024","386442","tests.integration.ha_tests","test_upgrade_from_stable","","","","test_upgrade_from_stable","Test updating from stable channel."
"passed","Sun Apr 28 01:40:15 UTC 2024","Sun Apr 28 01:46:44 UTC 2024","389661","tests.integration.ha_tests","test_self_healing","","","","test_storage_re_use","Verifies that database units with attached storage correctly repurpose storage.

    It is not enough to verify that Juju attaches the storage. Hence test checks that the
    postgresql properly uses the storage that was provided. (ie. doesn't just re-sync everything
    from primary, but instead computes a diff between current storage and primary storage.)
    "
"passed","Sun Apr 28 01:59:56 UTC 2024","Sun Apr 28 02:03:19 UTC 2024","203185","tests.integration.ha_tests","test_upgrade","","","","test_fail_and_rollback",""
"passed","Sun Apr 28 01:27:16 UTC 2024","Sun Apr 28 01:38:19 UTC 2024","663015","tests.integration.ha_tests","test_upgrade_from_stable","","","","test_deploy_stable","Simple test to ensure that the PostgreSQL and application charms get deployed."
"passed","Sun Apr 28 01:38:19 UTC 2024","Sun Apr 28 01:38:23 UTC 2024","3234","tests.integration.ha_tests","test_upgrade_from_stable","","","","test_pre_upgrade_check","Test that the pre-upgrade-check action runs successfully."
"passed","Sun Apr 28 01:28:43 UTC 2024","Sun Apr 28 01:40:09 UTC 2024","686223","tests.integration.ha_tests","test_replication","","","","test_build_and_deploy","Build and deploy three unit of PostgreSQL."
"passed","Sun Apr 28 01:40:53 UTC 2024","Sun Apr 28 01:40:53 UTC 2024","51","tests.integration","test_charm","","","","test_exporter_is_up[2]",""
"passed","Sun Apr 28 01:40:53 UTC 2024","Sun Apr 28 01:40:53 UTC 2024","3","tests.integration","test_charm","","","","test_database_is_up[1]",""
